partners,matched_owners,owners_confidence,cik_no_partners,form_d_partners_id,crd_no_owners,form_adv_owners_id
Natasha Giordano,Giordano Jason Kevin,0.9667963700489809,1514682,588,310854,54235
Peter Schoenfeld,Schoenfeld Peter Michael,0.5523319406521257,1340290,1278,149236,6225
Blaine Mathieu,Blavier Adrien Matthieu,0.8370211750361548,1090908,465,281555,6165
Gary Johnson,Johnson Mary Ann,0.7520269374816825,1360442,481,106290,1565
Peter Hnik,Hunt Hn,0.8871654085693885,1421642,1346,296867,47924
Viking Global Investors Lp,Artha Global Investors Lp,0.6671993021128264,1413378,1337,295157,44952
David Shameouelian,Shapiro David Samuel,0.9390064810382813,1359504,763,162206,3011
Cara Schnaper,Capella Ana,0.9249338108258681,315038,133,110373,5222
Charles Morrison,Morris Charles Alan,0.6596712009311924,315066,87,169840,8527
Robert Deller,Keller Robert P,0.7281265422598352,1417028,212,161216,16585
Arthur Minson,Minson Arthur,0.4186447841807452,1533523,1155,299348,47981
Bobby Chapman,Inman Bobby R,0.9136226812468381,1135657,195,167532,40347
Nicolas Taban,Taraban Orest Nicholas,0.8746110554583988,1586962,1112,300140,49042
Steve Barnett,Garnett Steven Harry,0.8692457268471391,1087934,615,299850,48949
Tomoyuki Izumi,Izumi Tomoyuki,0.2616092571312107,1623458,124,240786,3126
Chandana Busu,Bush Brenda Marie,0.997722547313696,1192069,564,44181,4562
Charles Dargan,Morgan Chris Charles,0.8117172675595973,880242,451,171748,39194
Fouad Kallamni,Husain Kamran Fouad,0.9933633696440974,1253557,630,124567,10456
Richard Butler,Butler Richard,0.4611366091154016,1045742,743,319326,60691
James Dorst,Dorrian James A,0.8531014493499375,727672,676,162766,13222
Will Song,Song William,0.7789512892691046,1341762,1281,137927,4436
R Alan Kelley,Kelley Alan Sanders,0.9325514194065768,728385,458,163253,4120
Lakshmi Mittal,Lakshmanan Meenakshi Chitra,0.8634356627096844,886982,100,307739,52519
David Shea,Shea David Harry,0.7497955430755117,949428,384,134176,8779
Michael Glennon,Willis Michael Glenn,0.7095159263710351,1624326,298,317561,59701
Gustave Dotoli,Bard Gustav,0.9849413201446225,825322,699,317936,58467
Ronald Durando,Duncan Donald Duane,0.9080464961837474,825322,699,123600,1171
James Honore,Connors James J,0.8559615368762168,1493761,691,131471,5770
James Kelly,Jones Kelly,0.7198149394551058,1337213,787,152930,39198
Richard Calder Jr,Gross Jr Donald Richard,0.8329109077844367,1315255,255,121448,850
Levin Capital Strategies Lp,Levin Capital Strategies Gp,0.47761326530202936,1382018,1314,137147,9210
David Carlson,Carlson David,0.4621475296806987,1503985,276,299859,48682
Allan Silber,Silber Allan Charles,0.7085067348384265,849145,700,163091,10531
Jeffrey Sklar,Burkland Jeffrey,0.8341907180425195,1054274,610,318736,59446
August Busch Iii,Augustus,0.8689241209742343,32604,687,165132,3337
Michael Mathews,Matthews Michael John,0.5520030286674067,1162896,748,108998,19948
Robert Bovet,Love Robert,0.8183154977289602,1552909,1176,319052,59356
N A Turtle Creek Asset Management,Bear Creek Asset Management,0.781674166121399,1509220,1109,159189,5802
Evan Jones,Jones David Evan,0.7897898921514503,1293818,754,287594,44747
Lisa Hess,Hess Lisa Wolfson,0.9258590706601332,315038,135,154935,7425
David Phipps,White David Phipps,0.5386771646437949,1058307,312,105736,6481
Alan Gildenberg,Sternberg Gil,0.8290931014620773,4187,688,150676,8272
Dwight Miller,Dwight Marianne,0.6718867000628197,1466026,810,316786,57487
Teresa Hassara,Hassara Teresa Ann,0.505375714906008,315038,129,169568,10279
Iain Mason,Matheson Ian,0.8988868975413706,1472885,816,146813,30631
Sean Mcgould,Mcgould Sean Gerard,0.6053510840151958,1508448,1108,136591,3861
Gary Cohen,Lauren Harry Cohen,0.8933625357834937,1081938,549,282368,40659
W Woods,Woodson Wade,0.8713386293646879,1415712,1342,160560,8818
Steven Antebi,Winter Steven,0.8738831468929487,832489,517,146567,23914
William Pim,Tai William Ping,0.7578796853788867,1388486,344,160470,4456
Sailesh Saxena,Saxena Parag,0.8418144690899614,1269515,751,160685,12247
N A Nuveen Nwq Holdings,Nwq Partners,0.9621898248099302,763848,139,121876,12370
Sebastian Giordano,Clark Giles Sebastian,0.8665212822245002,1086745,239,172968,197
Jose Quiros,Romero Vicente Quiros,0.8094927972172882,1569055,745,157554,40203
Michael Carrazza,Lazar Michael B,0.8183407033764415,1098146,241,290404,46900
Lourdes Felix,Lin Felix,0.8416667510206344,1443863,581,318714,59654
Robert Bertrand,Roberge Bertrand,0.5708103210005147,1475273,673,282694,32108
Lane Castleton,Castlestone Management,0.8595761626108679,1405858,766,307248,52000
Jeremy Driver,Held Jeremy D,0.9101250091225277,1425808,772,135117,779
Earl Lewis,Earl Micheal Len,0.8737653639823652,1537435,365,39062,8127
Lance Ouellette,Ouellette Giles,0.7867530107571665,921313,522,105646,5407
Nuno Brandolini,,1.0,3570,541,316652,57985
John Chi,Johnson John Charles,0.7600041285041196,1626475,781,29604,5448
Constantine Patamianos,Potamianos Constantine,0.6024798212334052,1362190,406,305153,51237
Herminder Rai,Maier Herman Armin,0.8491481907849268,1390778,644,125217,39452
Michael Novielli,Bendetson Michael Novick,0.8150588993958384,945617,607,291072,45648
Joseph Darrigo,Erigo Joseph,0.77365277297604,1499501,775,291361,47771
Paul Van Heest,Van Heel Brian,0.9128986284135032,315038,128,306511,51497
Stephanie Kladakis,Klee Stephan,0.9093155316065551,1517941,1141,304924,50536
Dermot Obrien,Obrien John,0.9114181821201236,315038,133,16360,3506
Colin Mackay,Mackay Colin,0.43937280096523695,1300642,1253,169370,9750
Ernest Kollias Jr,,0.9999999999999999,1076522,237,316652,57985
N A Ubs Hedge Fund Solutions,,0.9999999999999999,1529223,1153,316652,57985
Richard Sokolowski,Sokolowski Brian Jan,0.7486057329568767,1372183,719,293420,46163
Gary Kuehl,Kuehl Todd,0.892072591918925,1419582,347,105360,12062
Jeffrey Stiefler,Stiefler Jeffrey Earl,0.5282127120863009,1397911,788,315386,58755
Randall Mau,Randall Marc,0.6201381706535906,1549071,1168,161818,14340
Paula Soteropoulos,Protopoulos Catherine,0.9188365312890523,1662524,382,153125,13564
N A Kimbell Royalty Gp,,1.0000000000000002,1657788,301,316652,57985
Robert Skaff,Skandalaris Robert James,0.8983231098535852,1084384,322,283435,16469
John Harris,Harrison John D,0.6200382773362336,1407411,1331,158886,11376
Thomas Petrie,Thomas Peter,0.5945612880956985,46765,681,171040,1359
Bradley Scharfe,Joselit Bradley Sharf,0.7931550547701944,1424864,268,152625,30378
Vivin Oberoi,Oberoi Alok,0.9279382544874809,1673704,104,162566,3871
Matthew Sussberg,Strassberg Matthew David,0.810052497092874,1084332,321,162487,9868
Michael Bishop,Bishop Michael Bryant,0.6333631802585632,1403085,345,313195,56028
Bryan Roberts,Horton Robert Bryan,0.7151184391540827,1086688,1204,169843,7154
Arnold Tinter,Arnold Mark,0.8351034362873784,1487197,428,107436,14579
Donald Kendall Jr,Crowell Donald Warren Jr,0.9361015160839479,1513965,306,199,12764
Richard Salvador,Lachman Ricardo Salvador,0.7095857161767302,1085596,717,145942,553
Matthew Gregarek,Mead Matthew Gregory,0.874881263022832,1351573,1288,127398,2963
Gene Banman,Denman Anne Marie,0.9378780703919342,1414496,802,289890,29121
Elizabeth Satin,Sabin Elizabeth Sather,0.5603684113006199,1315255,255,285084,17761
Al Rushing,Patel Rushi,0.7413499084174549,1582962,235,304090,49945
Paul Mellini,Mellinger Paul Laurence,0.8479800411248595,95574,709,160739,11903
Michael Sanderson,Sanderson Michael Sean,0.5095043296537336,1179090,750,2525,2991
C E Strattan,P E Strategic,0.9533548034328923,922247,514,155642,327
Betsy Maler,Dow Betsy E,0.8079420400120373,1549071,1168,207512,1946
Joseph Stieven,Stieven Joseph Albert,0.6715950014953376,1356811,1293,136106,182
Charles Allen,Bish Charles Allen,0.666328704320467,1436229,354,116529,40902
Richard Steel,Lee Richard S,0.7133614994633927,1538217,283,141860,11520
Daniel Thompson,Thompson Danny,0.7216277757939332,811222,158,319243,61137
Thomas Hoyer,Mayer Thomas Roy,0.7105427207026896,1094058,744,112818,39316
Meng Li,Meng Liang,0.44251083505522726,1630212,299,162710,11180
William Zeigler,Zeigler John William,0.7024216636327189,104819,811,4173,9895
Damian Juric,Juric Damian,0.5748315968257092,1372818,1306,281598,4851
Matthew Rodgers,Hodgen Matthew D,0.648137270385973,1522469,307,160862,33290
Daniel Lerner,Kiernan Daniel Lee,0.699819211021508,1455926,271,111801,27005
Michael Dent Md,Grant Michael Dean,0.8779679284795322,1680139,149,120230,16390
Alison Schachter,Schachter Alison Thomas,0.6452159409785239,1002280,820,159306,12318
Stanley Washington,Wallington Richard Stanley,0.8057174076358095,1566826,374,138600,4420
Mark Klein,Klein Mark Neil,0.6718644825583538,1464790,98,167365,5284
Mark Matthews,Matthews Martha,0.595969366559033,1424640,524,132975,1354
Nicholas Maturo,Sturiale Nicholas G,0.7797528302103521,862651,600,167529,12201
Zachary Mcadoo,Mccarroll Zachary Cade,0.8614577040003162,822370,679,109247,1764
Francisco Alfaro,Alfaro Francisco,0.29543331156472846,1302145,1257,161017,9840
Anthony Nee,Daniele Neil Anthony,0.8249436096195832,104819,811,108222,6017
David Hammond,Hammond David,0.361838859878975,1553614,1180,319024,59411
James Geiskopf,,1.0,1398702,645,316652,57985
Stacey Jenkins,Stackin,0.9074072318258459,1415684,346,300433,49201
J Perkins,Larkin Peter,0.9047593903201705,1508448,1108,107387,5995
Juan Rivera,Rivera Juan Luis,0.7080577538506944,1545913,1162,157833,14577
Green Ezra,Jennings Ezra Gray,0.7302691308437153,1552189,367,148237,10017
Dawn Casterson,Thomason Dawn M,0.8813576115944552,1432150,791,283466,2571
Malcolm Casselle,Maclean Malcolm Fraser,0.8420661029807566,1538217,283,162365,7224
Mary Templeton Esq,Foy Britton Templeton,0.916174965041859,946486,651,146833,40323
Sean Tan,Tan Sean Chua,0.7835612536222728,1499361,499,324248,61888
Cara Hair,Mi Hai,0.9601339202416305,46765,681,301575,49329
Richard Estalella,Richard Ponn Estate,0.7744721343028209,1415684,647,146339,43195
David Stefansky,Jansky David,0.7913392364510726,1054274,610,309654,53217
David Souaid,Lin David S,0.9291940828981637,1447380,657,309457,53188
Eric Press,Press Eric M,0.4987327889046886,1467760,812,156954,459
Cedarview Gp,Cedarview Capital Management,0.8913419024501441,1302848,1259,136253,12435
Avi Katz,Kantor Avi,0.9209998289514042,1432150,791,285502,15402
Michael Beall,Bell Michael A,0.680675708543501,1526730,1152,309653,53251
Violet Konkle,,1.0,1283950,1247,316652,57985
Gerhard Kirchner,Jahnel Ferdinand Gerhard,0.948291884500677,1162324,625,133449,11659
Limor Zabari,Bilimoria Zal,0.8760638142594478,1350773,638,308137,52495
Jonathan Thatcher,Katchen Michael Jonathan,0.716971929957222,1405858,766,284471,15301
Marlene Mclennan,Mcleish Marlene D,0.6889456343516324,931059,163,162906,8240
James Oates,Oates James Maclay,0.7526858672118374,720672,121,108345,6289
Yeruchem Biderman,,1.0,1549924,1170,316652,57985
Mungo Park,Park Sung,0.9914986426440728,949428,384,156262,2209
Cory Gregory,Gregory Mary,0.5464733940983426,1415684,647,152776,6825
Christopher Wilson,Martin Christopher Wilson,0.47812199844670106,1463208,774,290322,45600
Andrew Kucharchuk,Marchant Andrew William,0.9826775869635911,1362703,445,282265,7526
Thomas Irvine,Irving Justin Thomas,0.7808187876131171,1412299,789,160169,33991
Redgie Green,Reed Greg,0.8907812002970193,1081938,549,109032,1865
Steven Hutcheson,Hutchison Stephen Daniel,0.8331603725635307,738214,443,158143,3849
David Stevens,Stevens David A,0.45570902823040355,1395791,1321,317517,58668
Sinead Hayes,Murray Sinead,0.9692287153172767,1571342,1237,319165,60431
Sheldon Miller,Geller Sheldon Martin,0.7779924188145756,727672,676,164981,13608
John Lotz,Lotzer Edward John,0.8933706169962382,1006820,309,113087,32389
Andrew Malloy,Malone Andrew,0.7875140104070881,1399587,211,148949,5777
Michael Goldberg,Goldberg Michael A,0.42504998030331825,931059,383,112169,16543
George Yu,Mak George Yunwah,0.7624388364355644,1562107,726,164000,41350
Xue Yongping,Kang Yongping,0.690691352896431,1111817,1210,143244,515
Scott Evans,Jacobs Scott Evan,0.7134526642261491,315038,133,297365,46493
Theodore Stern,Kerr Theodore Stephen,0.6993766255852475,1087934,615,282537,29699
Ann Saskowitz,Riskowitz Sean Michael,0.8903363021898981,1514682,588,170790,11980
James Lyle,Strand Lyle James,0.7132797176409974,1381810,1311,161687,1068
Zaheer Sitabkhan,Sitabkhan Zaheer Abbas,0.6295235517610966,1419747,1345,288064,17060
R Newton,Davis Newton,0.7752482459153393,1431959,269,324431,61901
D Walker Wainwright,Wainwright Robert,0.8331078133820314,1028153,310,134918,10739
Lawrence Blaney,Lawrence Blake Manning,0.6887538661234177,1487906,273,168585,40199
Kim Cranston,Cranston John R,0.9468037590657575,1359504,763,162190,43441
Joseph Bellantoni,Masella Joseph,0.8998745769684893,314712,722,141661,286
Robert Bachman,Bachman Robert Bruce,0.6071393206671452,866970,703,143414,10231
Mike Vande Vrede,,0.9999999999999999,1451512,495,316652,57985
Si Chen,Chen Sien,0.7759302010454521,1117057,1211,322776,60800
Daniel Luciano,Lucas Daniel K,0.8379043973451986,1286181,400,301712,50235
Nancy Dunlap,Napier Michael Dunlap,0.8509685591589333,1425287,526,40794,4200
Lawrence Tomsic,Lawrence Eric,0.8345665155307812,1045742,743,307927,56424
Michael Magee,Magee Michael Joseph,0.6489928968131962,946486,651,157053,7018
James Gevarges,Martin James George,0.8261151498050437,1083743,552,284265,15309
Duane Hill,Hill Michael Duane,0.8111709694383121,1531230,740,305796,51412
John Prosser,Ross John Joseph,0.8911825366931196,52988,777,156981,13297
C Campbell,Campbell Mark,0.7823881779374986,15615,815,288184,17142
Richard Kranitz,Kravitz Richard Keith,0.7089517881078415,1434667,530,285531,15704
Thomas Croft,James Croft W,0.8227758284930193,1398972,1324,110757,9636
Kerry Driscoll,Driscoll Kerstin Marie,0.8180410221503007,1136711,196,188521,3641
N A Lakewater Total Return Equity Partners,Lion Equity Partners,0.9296612909254681,1490162,715,283404,35258
Jacques Perold,Perold Jacques Pierre,0.5498246171925073,315066,120,309860,53847
Lawrence Fisher,Fisher Matthew Lawrence,0.6815977545070337,1118847,718,312132,55349
John Rochon Jr,Rochon John Francis,0.846682809035848,1403085,345,284526,15340
Steven Heim,Heim Steven F,0.5903627965211034,1365067,1302,123558,5602
Peter Zachariou,Perret Zach,0.7365698952223839,1424768,771,315549,57744
Paul Erickson,Erickson Paul Edgar,0.6408723407078691,1464790,93,295093,48164
Samuel Greco,Grice Samuel R,0.824046430824343,1377149,398,110163,3745
Paul Arena,Paul Ari,0.5597513816054203,1388410,225,290170,45802
Shuya Watanabe,Wang Shuyao,0.8657381964911134,1550053,503,287956,44773
W Paine Iii,Hebard George W Iii,0.9308765152486407,1428441,1351,161305,14443
Dr Mitchell Felder,Heller Mitchell S,0.834063583540935,1515740,234,136535,8807
David Lavance,Larson David Lance,0.7091122406750814,1084031,461,309043,53023
Dean Becker,Becker Dan,0.7941805875040673,1071760,612,315657,57161
John Scott,Scott John,0.4966322111891474,927472,728,298836,49797
Andras Vago,Vastago,0.8619826005482394,1534154,364,284615,15269
Keith Hayter,Hays Keith,0.9401529084811509,1413891,253,298898,48242
Nick Arroyo,Arroyo Andrew Michael,0.9121844656302353,1543272,668,152691,39461
E Morris Jr,Allison Milton E Jr,0.9590994690935799,20199,438,1047,27096
James Jr Goodwin,Gaw Goodwin,0.8755143548891403,99771,684,298410,49811
Josh Ross,Ross Joshua,0.7295035348167945,1768056,714,145650,4965
Thomas Rebar,Rebar Thomas George,0.7323732964826011,1514682,588,161895,14782
M Hyland,May Edwin Hyland,0.9188701406995717,33213,829,311121,54420
Takashi Nagaura,Nagaura Takashi,0.44560164029219085,1354372,1290,140500,1292
Deborah Golden,Goldstein Deborah Heller,0.7916635600060214,1466026,810,104863,11048
Patricio Sanchez,Sanchez Mauricio,0.7955653513583041,1362705,1296,108529,19482
Richard Brand,Ward Bryan Richard,0.7530836521393276,1514183,664,105596,103
Edward Rockwell,Rockwell Richard Dow,0.779459870361522,1352010,711,133307,43267
Michael Kishinevsky,Simanovsky Michael J,0.8777863371189305,1028153,310,308201,52337
Brian Mcfadden,Mcfadden Brian,0.27623858441077664,1496818,430,282038,35765
N Fine,,1.0,922247,514,316652,57985
Kamran Ajami,Ramachandran Ajay,0.9231263535185485,931059,455,289023,17675
Robert Adams,Adams Robert John,0.6010637222983366,1053691,311,301896,50121
Gregory Kaiser,Gregory Kate,0.6079243051502071,866970,703,112537,22273
James Hille,Hill James Robert,0.8040625685359187,1439166,654,127391,4103
Lloyd Sems,Lloyd Stephen,0.8112109419640228,1090908,618,155927,31795
Jonathan Head,Held Jonathan Dean,0.789523424292351,1362703,342,281332,31349
Michael Gustafson,Gustafson John Michael,0.5589898232384782,1544035,1161,150648,26534
Torisawa Sakae,Wada Sakae,0.9437734910439138,1139822,328,143634,38786
Robert Roller,Roberts Robert Alley,0.6199361038785333,1086745,239,42629,30589
Lisa Niedermeyer,Niedermeyer Bernard Eugene,0.9256781718829001,1412299,789,147306,7802
Michael Beeghley,Beer Michael Jon,0.9133269401213114,1076682,238,109002,9489
David Stoner,Stone David Jay,0.6800735175464635,921313,708,132716,38295
Paul Stevenson,Allen Paul Steven,0.7071086946475567,1379364,1308,146796,4034
James Boucherat,Boucher James Brian,0.6149839842934814,1472885,816,134076,14303
Calli Bucci,Buccini Robert,0.8592979925376745,1388410,225,321897,61232
Kevin Carnahan,Monahan Kevin Michael,0.8813270469838551,1272550,631,155365,39650
Alex Aliksanyan,Miller Alex R,0.9772268322440316,1430523,352,165490,3315
Michael Acton,Acton Michael James,0.5618328939488768,1429896,421,108633,10529
Lee Buckler,Buckler Bradford Lee,0.7975015184484113,1205059,779,311903,55188
Philip Rice,Rice Philip Roesing,0.6708201538267069,1101026,181,306501,51679
Thomas Candelaria,Thomas Brian,0.8036131395059339,1387135,343,163776,4588
John Buoncore,Buoncore John J,0.46607950423968697,1221487,1229,157572,2567
Marvin Ingelman,Engelman Christopher Irving,0.9024544699929024,1136174,554,286178,15771
Jeffrey Lipton,Lipton Jeffrey,0.3527941698123656,1570314,1238,281289,42381
Jonathan Kahn,Shah Jonathan,0.844885483189687,1052257,226,285955,16978
Philippe Amouyal,Detournay Philippe Guy,0.8639474888935615,1414496,802,163955,6198
Jeff Hickling,Hinkle Jeffrey Michael,0.9379379173494686,315038,128,288201,29437
Robert Sillerman,Miller Robert M,0.8295516869994622,1410402,523,112337,10565
Or Kles,Kleber Klee Robert,0.935934250103761,1211805,780,289150,28904
Kathleen Brown,Brown Michelle Kathleen,0.6239430647074914,720672,91,317377,58230
Alexander Liang,Lin Alexander,0.5986635400184723,1499361,499,316975,58390
Sam Ahn,Ahn James,0.846350284760486,1388319,641,284990,17035
Thomas Tierney,Harney Thomas Martin,0.826184026883941,822370,679,160383,14121
David Walters,Peterson David Walter,0.5690562255242722,1409014,414,142969,42465
Anthony Peyser,Peyser Anthony Christopher,0.7398803252551359,1334595,1272,111731,9624
Adam Desmond,Desmond Brian,0.885706318676742,727346,153,316597,57679
Dennis Mcguire,Mcguire Dennis Patrick,0.607305130557113,1071760,612,296271,47179
Adam Taback,Reback Adam Jordan,0.8721323098023975,1439166,773,157465,11890
Robert Ladd,Ladd Robert Thomsen,0.788048311096957,1001601,608,317513,58393
Ricky Kalra,Graves Ricky,0.9963208506293639,319016,151,148969,43149
Raj Nanvaan,Shah Raaj J,0.8740655339751435,1499501,775,160638,16039
Daniel Moon,Monte Daniel A,0.7641876627425745,1286181,400,298951,48379
Robert Kasdin,Marsden Robert J,0.8506145260782517,1467760,812,159308,9444
Delano Lewis,Carano Bandel Lewis,0.7933678167439248,31235,439,162441,4831
Stephen Golding,Golding Stephen Thorn,0.6883541175472206,1439166,773,283129,7559
Bill Joll,Carroll Billy Joe,0.7694639598874204,357108,547,152695,5753
Phillip Chan,Philip Cheng,0.5469827026094145,1175151,188,161812,7512
Daniel Sharkey,Orourke Daniel Shawn,0.8588143067101969,1566826,374,297726,47765
Kevin Phillip,Connell Kevin Philip,0.5749043684346643,1560053,1196,283521,7166
Steven Schlotterbeck,Schlossareck Steven,0.7737614070159412,33213,829,161277,14201
Richard Hays,Hayes Richard W,0.851200113083689,1553614,1180,10641,7259
Jon Biggs,Biggs John Herron,0.7592709804935867,1591615,507,133740,15962
Ashish Gupta,Gupta Ashish,0.39801632223495387,1556066,1188,318900,59232
Eugene Frederick,Mowery Frederick Eugene,0.6637383419541731,1495932,274,130761,22237
Michael Pockett,Hockett Michael D,0.6580343548403844,1528760,433,163839,16063
David Dodd,Dodd John David,0.5308844769287584,832489,517,118150,38502
David Brooks,Brooks Bryon David,0.6311581318084565,1071760,612,175232,37964
Brent Kelton,Pettit Kenton Keller,0.8803281893668617,890821,166,301768,49635
Giles Cadman,Cadman Giles,0.44412116909227983,1408343,1333,161719,14160
Thomas Sullivan,Sullivan Thomas,0.39643209582428024,1566035,1208,129371,34040
John Barton,Riley John Barton,0.6465223046712252,1368637,408,141084,14679
Riccardo Delle Coste,Riccardo Joseph P,0.8833702664678813,1487197,428,161706,3530
Dov Schwell,,1.0,1424640,524,316652,57985
Steve Gorlin,Howe Steve Gordon,0.8599424555622401,1136174,244,112694,7031
Wolfgang Maasberg,Traber Wolfgang,0.821203095705266,1517413,1139,162751,3684
Richard Mckilligan,Cadigan Richard,0.9281112690154406,1425205,525,282518,4821
Jill Smart,Small Martin,0.9018632183000773,1352010,711,111616,11690
Robert Ogden,Ogden Robert Alan,0.5557165347621092,1389870,642,166164,34572
John Gorman,Herman John,0.8004544048504826,1101026,747,163661,185
Randall Crawford,Crawford Leigh Randall,0.6393294343167052,33213,829,297020,48213
Jack Howell,Macdowell Jack Lee,0.8425522569854428,1362705,1296,165609,5571
Gary Herick,Hedrick Gary Lee,0.8305317891886979,1081938,549,115865,28220
Andrew Sink,Sit Andrew,0.803029659909933,727346,153,323434,61953
Theodore Schell,Theodore Michael,0.7066901227599262,1442505,792,135152,13747
Charles Dill,Dillon Michael Charles,0.802690896131082,720672,121,128028,30731
Al Gossett,Goss Allen,0.8890710946975224,791770,448,292748,44875
Catherine Newell,Newell Catherine Lee,0.6050869337121354,1517333,1138,107621,914
Andrew Reding,Reder Andrew M,0.7177154569003549,1446159,1301,145256,9592
David Turock,Turner David,0.8492709663140025,849145,700,136937,13801
Gary Langford,Langford Alan Lance,0.7509440924972196,917523,1135,319591,59550
Daniel Hesse,Daniel D,0.870751047398573,1442505,792,306381,52196
Barry Edelstein,Edelstein Trust,0.8767286786154632,924642,606,150632,12193
Hisanori Kuroda,Kuroda Hisanori,0.4677828185887883,1354372,1290,140500,1292
David Crockford,Hackfort David L,0.7608726818265291,707511,672,106489,10718
Benjamin Mossman,Pass Benjamin,0.8305858538505029,1424864,268,291362,29690
Gary Davis,Davis Gary Dee,0.6029145936295172,1415684,647,153062,7432
Brian Bohaty,Bolan Brian Patrick,0.9028503583207403,315038,129,151343,29974
James Dean,Cheadle James Dean,0.7177171373605243,1439166,773,143055,37824
Curtis Lockshin Phd,Curtis Philip J,0.9741033710399498,850261,518,312034,56871
Anne Petach,Cannata Jack Peter,0.9431419780710535,1415712,1342,171677,43467
Sean Folkson,,1.0,1593001,377,316652,57985
Olivia Farr,Barres Olivier,0.9029954497139993,1405858,766,154475,7597
Matthew Colbert,Gilbert Matthew L,0.7190332387454593,1375618,206,317881,60156
Benjamin Locke,Lovell Benjamin Crocker,0.6930487262717637,1537435,365,165269,1160
Charles Tunnell,Tu Charles J,0.8174001163116071,1566826,374,298128,47387
Darcy Prather,Darrell Darcy,0.9559676547296058,1595918,1291,310324,53692
Br Dialectic Capital Management,Balbec Capital Management,0.711297238612044,1443897,582,284363,15620
Robert Dacunha,Leonhard Robert Donald,0.9947367320600661,1382231,262,318157,59250
N A Carlson Capital Gp Lp,N Capital,0.808065014123743,1058812,1185,318993,60519
Jj Finkelstein,Jj Ellis,0.9364537683415949,707511,672,220515,10517
Andrew Levi,Levitan Andrew F,0.6260065516330872,1399587,211,122136,38804
Jean Baillon,Bailey Amanda Jean,0.977565156278972,900973,103,174278,10560
Darvin Habben,Dann Harvey,0.9492608948515333,1065598,189,295320,46523
Michael Hemric,Hamrick Michael Eugene,0.8844996554108338,352998,540,285397,44297
Christine Zitman,Zittman Mark Austin,0.967048894816113,1392902,210,281913,8886
Joseph Vallner,Kilner Joseph Francis,0.9117203267187857,1432150,791,139521,6565
Esther Gilmore,Gilmore Esther Margaret Bridget,0.8425150738956538,1339131,1276,164371,12804
Richard Davis,Davis Richard H,0.5210593690411696,802257,678,163127,7852
Michael Zimmerman,Zimmerman Michael John,0.597268937976474,720672,121,161178,5131
Kimberly Alexy,Riley Kimberly A,0.8788334890640918,1370880,799,107316,5408
Thomas Kurrer,Carreras Thomas,0.8129291064611162,911583,817,268801,10273
Barry Wilson,Oliver Barry Wilson,0.7021440542238959,1383154,265,108052,10690
Gary Augusta,Augustine Gary Earl,0.7504739522720447,1083446,192,143008,6563
Jeffrey Hattara,Harari Jeffrey R,0.6838796636863334,1503985,276,105756,10468
Palestra Capital Management Gp,Destra Capital Management,0.5392155513152305,1543661,1159,148574,9275
Karl Robb,Robbins Robert,0.9128735268083914,1352010,711,286581,44372
Robert Dennewald,Stewart Robert,0.8593122936381828,1561180,1201,283328,34684
John Stoner Jr,Johnson Elton Jr,0.8481193350511798,911583,817,34786,33632
Peter Chapman,Chapman Peter W,0.4497765614566611,1522447,1144,294229,46063
Benjamin Frank,Mayer Frank Benjamin,0.6129833061556678,931059,383,295069,46780
Thomas Clarke,Clarke Thomas Walter,0.6908845541804931,1045742,743,112758,9112
Ruane Cunniff Goldfarb Lp,Ruane Cunniff & Goldfarb,0.5516865620718816,1407425,1332,285971,16732
Jonathan Thielmann,Thiel Jonathan,0.718335495252974,1568385,375,305962,51142
Martin White,White Whitney James,0.8245303064347029,1768016,713,309455,56296
Windcrest Discovery Gp,Trend Discovery Holdings,0.9590413370074707,1222433,1231,170082,36971
Alexander Henderson,Henderson Alexander,0.336919806981851,1107796,467,322111,60349
Anthony Williams,Williams Anthony Deshonn,0.6323134361425922,1269515,751,307017,54161
Stephen Mandella,Mandella Stephen Warren,0.6700788789186045,1427934,1350,104862,13621
James Hills,Hill James Tomilson,0.7542177942757696,1598981,508,295416,47488
Thomas Mendolia,Cole Thomas M,0.8898275771499117,1374536,205,297521,47431
Donald Robillard Jr,Pollard Donald Robert,0.8049285660053338,46765,681,8408,7995
Timothy Balaski,Haskin Timothy Dean,0.7362116687515097,1513965,306,298333,47568
Richard Najarian,Najarian Peter Michael,0.8443523328944417,1515740,234,282209,34016
Douglas Holsted,Douglas Howard,0.7831676780209451,1102392,324,315059,56685
Jai Agarwal,Agarwal Jai,0.43563662166897804,1467760,812,292430,53737
Rahul Merchant,Ray Rahul,0.9233142025045412,315038,135,277138,33917
Bob Myers,Myers Maria Bona,0.8039340308796933,1446159,656,7717,11978
L Wheeler,Steven Wheeler,0.8882447053088309,1377149,573,162196,5604
Stuart Rothstein,Rothstein Stuart A,0.35480334166984895,1467760,812,169120,8310
Howard Janzen,Howard James N,0.8917894785374082,1315255,255,107978,4484
Michael Hawley,Lawley Michael S,0.6067455621667581,31235,439,281354,43430
Jeff Murray,Jeffrey Paul Murray,0.7846150490767411,1283950,1247,122287,42122
Robert Jenison,Allen Robert Jason,0.8521274269542513,1512138,362,174891,43176
Andrew Goodwin Iii,Goodwin Andrew,0.6841924509039754,1076322,1203,140556,3687
David Maquera,Paquette Sid,0.8799403469024742,1442505,792,219511,1597
