,form_d_fund_id,cik_no_fund,fund,form_adv_fund_id,crd_no_fund,matched_fund,fund_confidence,form_adv_firm_id,crd_no_firm,matched_firm,firm_confidence,related_partners,direct_owners_firm,owners_firm_ratio,direct_owners_fund,owners_fund_ratio
3571,22375,1054274,Alliqua,143134.0,282521,The Veriquant Fund,0.993,,108401,S,1.0,Joseph Leone,Sherman Mark Douglas,0.188,Harrington Robert Jon,0.303
3572,22375,1054274,Alliqua,143134.0,282521,The Veriquant Fund,0.993,,108401,S,1.0,Richard Rosenblum,Sherman Mark Douglas,0.324,Harrington Robert Jon,0.368
3573,22375,1054274,Alliqua,143134.0,282521,The Veriquant Fund,0.993,,108401,S,1.0,David Stefansky,Sherman Mark Douglas,0.286,Varma Samir,0.308
3574,22375,1054274,Alliqua,143134.0,282521,The Veriquant Fund,0.993,,108401,S,1.0,Jeffrey Sklar,Sherman Mark Douglas,0.364,Varma Samir,0.417
3575,22375,1054274,Alliqua,143134.0,282521,The Veriquant Fund,0.993,,108401,S,1.0,Kenneth Londoner,Sherman Mark Douglas,0.222,Harrington Robert Jon,0.378
3576,24076,1374536,Medytox Solutions,,305337,Medical Investment Solutions,0.994,,115176,Managed Solutions,0.903,Benjamin Frank,Seidl Bernard,0.37,Quatrini Bruno Vila,0.364
3577,24076,1374536,Medytox Solutions,,305337,Medical Investment Solutions,0.994,,115176,Managed Solutions,0.903,Jace Simmons,Seidl Bernard,0.24,Quatrini Michael Patrick,0.278
3578,24076,1374536,Medytox Solutions,,305337,Medical Investment Solutions,0.994,,115176,Managed Solutions,0.903,Christopher Diamontis,Seidl Bernard,0.235,Quatrini Michael Patrick,0.356
3579,24076,1374536,Medytox Solutions,,305337,Medical Investment Solutions,0.994,,115176,Managed Solutions,0.903,Francisco Roca Iii,Seidl Bernard,0.194,Quatrini Michael Patrick,0.381
3580,24076,1374536,Medytox Solutions,,305337,Medical Investment Solutions,0.994,,115176,Managed Solutions,0.903,Sharon Hollis,Seidl Bernard,0.231,Quatrini Bruno Vila,0.375
3581,24076,1374536,Medytox Solutions,,305337,Medical Investment Solutions,0.994,,115176,Managed Solutions,0.903,Thomas Mendolia,Seidl Bernard,0.286,Quatrini Bruno Vila,0.353
3582,24076,1374536,Medytox Solutions,,305337,Medical Investment Solutions,0.994,,115176,Managed Solutions,0.903,Steven Sramowicz,Seidl Bernard,0.345,Quatrini Family Office,0.368
3583,24076,1374536,Medytox Solutions,,305337,Medical Investment Solutions,0.994,,115176,Managed Solutions,0.903,William Forhan,Seidl Bernard,0.37,Quatrini Bruno Vila,0.303
3584,24076,1374536,Medytox Solutions,,305337,Medical Investment Solutions,0.994,,115176,Managed Solutions,0.903,Sebastien Sainsbury,Seidl Bernard,0.438,Quatrini Family Office,0.39
3585,24744,1502966,Digipathinc,9737.0,109008,Principal Digital Real Estate Fund,0.994,71230.0,285917,Digital Finance,0.941,Todd Peterson,Nurov Maxim,0.167,Everett Todd Eugene,0.438
3586,24744,1502966,Digipathinc,9737.0,109008,Principal Digital Real Estate Fund,0.994,71230.0,285917,Digital Finance,0.941,Joseph Bianco,Bulgakova Liliya,0.276,Donohue Andrew John,0.312
3587,24744,1502966,Digipathinc,9737.0,109008,Principal Digital Real Estate Fund,0.994,71230.0,285917,Digital Finance,0.941,Todd Denkin,Nurov Maxim,0.273,Everett Todd Eugene,0.467
3588,474,1464790,B Riley Financial,4969.0,168962,River Oaks Financial Fund,0.995,7032.0,160510,B Riley Capital Management,0.707,Scott Carpenter,Mccoy Michael Richard,0.333,Johnson Matthew Lewis,0.278
3589,474,1464790,B Riley Financial,4969.0,168962,River Oaks Financial Fund,0.995,7032.0,160510,B Riley Capital Management,0.707,Michael Levitt,Mccoy Michael Richard,0.514,Johnson Matthew Lewis,0.4
3590,474,1464790,B Riley Financial,4969.0,168962,River Oaks Financial Fund,0.995,7032.0,160510,B Riley Capital Management,0.707,Mark Naughton,Markunas Michael,0.414,Welch John David,0.207
3591,474,1464790,B Riley Financial,4969.0,168962,River Oaks Financial Fund,0.995,7032.0,160510,B Riley Capital Management,0.707,Bryant Riley,Riley Bryant Richard,0.562,Johnson Matthew Lewis,0.242
3592,474,1464790,B Riley Financial,4969.0,168962,River Oaks Financial Fund,0.995,7032.0,160510,B Riley Capital Management,0.707,Thomas Kelleher,Kelleher Thomas John,0.457,Johnson Matthew Lewis,0.278
3593,474,1464790,B Riley Financial,4969.0,168962,River Oaks Financial Fund,0.995,7032.0,160510,B Riley Capital Management,0.707,Andrew Gumaer,Forman Alan Neil,0.276,Johnson Matthew Lewis,0.294
3594,474,1464790,B Riley Financial,4969.0,168962,River Oaks Financial Fund,0.995,7032.0,160510,B Riley Capital Management,0.707,Hugh Hilton,Ahn Phillip J,0.333,Welch John David,0.296
3595,474,1464790,B Riley Financial,4969.0,168962,River Oaks Financial Fund,0.995,7032.0,160510,B Riley Capital Management,0.707,Paul Erickson,Markunas Michael,0.345,Welch John David,0.276
3596,474,1464790,B Riley Financial,4969.0,168962,River Oaks Financial Fund,0.995,7032.0,160510,B Riley Capital Management,0.707,Phillip Ahn,Ahn Phillip J,0.667,Welch John David,0.296
3597,474,1464790,B Riley Financial,4969.0,168962,River Oaks Financial Fund,0.995,7032.0,160510,B Riley Capital Management,0.707,Harvey Yellen,Markunas Michael,0.345,Johnson Matthew Lewis,0.235
3598,474,1464790,B Riley Financial,4969.0,168962,River Oaks Financial Fund,0.995,7032.0,160510,B Riley Capital Management,0.707,Mark Klein,Markunas Michael,0.462,Johnson Matthew Lewis,0.323
3599,474,1464790,B Riley Financial,4969.0,168962,River Oaks Financial Fund,0.995,7032.0,160510,B Riley Capital Management,0.707,Matthew Hart,Mccoy Michael Richard,0.364,Johnson Matthew Lewis,0.485
3600,474,1464790,B Riley Financial,4969.0,168962,River Oaks Financial Fund,0.995,7032.0,160510,B Riley Capital Management,0.707,Richard Todaro,Riley Bryant Richard,0.412,Welch John David,0.333
3601,474,1464790,B Riley Financial,4969.0,168962,River Oaks Financial Fund,0.995,7032.0,160510,B Riley Capital Management,0.707,Howard Weitzman,Forman Alan Neil,0.323,Johnson Matthew Lewis,0.278
3602,23913,1347078,Bitzio,,288571,Hatzimemos Partners,0.995,,108401,S,1.0,Gordon Mcdougall,Sherman Mark Douglas,0.444,Morgan Thomas Kenneth,0.324
3603,23913,1347078,Bitzio,,288571,Hatzimemos Partners,0.995,,108401,S,1.0,Bruce Weatherell,Sherman Mark Douglas,0.278,Libby Oliver Benacerraf,0.308
3604,23913,1347078,Bitzio,,288571,Hatzimemos Partners,0.995,,108401,S,1.0,Robert Garnett,Sherman Mark Douglas,0.294,Morgan Thomas Kenneth,0.4
3605,23913,1347078,Bitzio,,288571,Hatzimemos Partners,0.995,,108401,S,1.0,Steven Moulton,Sherman Mark Douglas,0.471,Hatzimemos Libby Holdings,0.308
3606,23913,1347078,Bitzio,,288571,Hatzimemos Partners,0.995,,108401,S,1.0,Amish Shah,Sherman Mark Douglas,0.2,Morgan Thomas Kenneth,0.258
3607,23913,1347078,Bitzio,,288571,Hatzimemos Partners,0.995,,108401,S,1.0,William Schonbrun,Sherman Mark Douglas,0.27,Morgan Thomas Kenneth,0.316
3608,23587,1253557,Premier Beverage Group,,175317,Pre Funding Group,0.998,,107314,Premier Financial Group,0.858,Fouad Kallamni,Caldwell Wayne Oliver,0.4,Moungey Jason,0.37
3609,23742,1308569,Major League Football,,318428,Football Investment Fund,0.999,,108401,S,1.0,Michael Queen,Sherman Mark Douglas,0.242,Meador Collin,0.308
3610,23742,1308569,Major League Football,,318428,Football Investment Fund,0.999,,108401,S,1.0,Richard Smith,Sherman Mark Douglas,0.242,Meador Collin,0.308
3611,23742,1308569,Major League Football,,318428,Football Investment Fund,0.999,,108401,S,1.0,Ivory Sully,Sherman Mark Douglas,0.258,Meador Collin,0.417
3612,23742,1308569,Major League Football,,318428,Football Investment Fund,0.999,,108401,S,1.0,Wesley Chandler,Sherman Mark Douglas,0.229,Guido Alexander Charles,0.421
3613,23742,1308569,Major League Football,,318428,Football Investment Fund,0.999,,108401,S,1.0,Thomas Marino,Sherman Mark Douglas,0.485,Meador Collin,0.385
3614,23397,1161582,Growlife,7869.0,361,Prowler Investors,1.0,2637.0,110862,Towle,0.971,Tony Ciabattoni,Towle Christopher Daly,0.378,Seymour Karen Patton,0.457
3615,23397,1161582,Growlife,7869.0,361,Prowler Investors,1.0,2637.0,110862,Towle,0.971,Tara Antal,Towle Christopher Daly,0.312,Waldron John Edward,0.345
3616,23397,1161582,Growlife,7869.0,361,Prowler Investors,1.0,2637.0,110862,Towle,0.971,Marco Hegyi,Bradley Joseph Wright,0.25,Wondrack Jon Joseph,0.333
3617,23397,1161582,Growlife,7869.0,361,Prowler Investors,1.0,2637.0,110862,Towle,0.971,Mark Scott,Hardin Matthew Stephen,0.312,Seymour Karen Patton,0.333
3618,23397,1161582,Growlife,7869.0,361,Prowler Investors,1.0,2637.0,110862,Towle,0.971,Joe Barnes,Hopfensperger Cari Ann,0.375,Stein Laurence,0.5
3619,23397,1161582,Growlife,7869.0,361,Prowler Investors,1.0,2637.0,110862,Towle,0.971,Katherine Mclain,Hardin Matthew Stephen,0.421,Ruemmler Kathryn Helen,0.474
3620,23397,1161582,Growlife,7869.0,361,Prowler Investors,1.0,2637.0,110862,Towle,0.971,Michael Fasci,Shields James Matthew,0.353,Broadbery Michael Mary,0.514
3621,23397,1161582,Growlife,7869.0,361,Prowler Investors,1.0,2637.0,110862,Towle,0.971,Brad Fretti,Bradley Joseph Wright,0.438,Horan Ericka T,0.4
3622,23397,1161582,Growlife,7869.0,361,Prowler Investors,1.0,2637.0,110862,Towle,0.971,Jeff Giarraupto,The Woody Trust,0.333,Seymour Karen Patton,0.4
3623,23397,1161582,Growlife,7869.0,361,Prowler Investors,1.0,2637.0,110862,Towle,0.971,Thom Kozik,Wishwood,0.333,Matthias Thomas Fairbanks,0.4
3624,24904,1553788,Canfield Medical Supply,,315172,Supply Change Capital Fund I,1.0,,108401,S,1.0,Michael West,Sherman Mark Douglas,0.25,Harris Shayna Sara,0.267
3625,24904,1553788,Canfield Medical Supply,,315172,Supply Change Capital Fund I,1.0,,108401,S,1.0,Heather Kearns,Sherman Mark Douglas,0.412,Harris Shayna Sara,0.375
3626,24904,1553788,Canfield Medical Supply,,315172,Supply Change Capital Fund I,1.0,,108401,S,1.0,Stephen West,Sherman Mark Douglas,0.375,Harris Shayna Sara,0.267
3627,24904,1553788,Canfield Medical Supply,,315172,Supply Change Capital Fund I,1.0,,108401,S,1.0,Stephan West,Sherman Mark Douglas,0.375,Harris Shayna Sara,0.333
3628,22443,1065598,Digitaltown,,169793,Boston Digital Fund,1.0,,288949,Digital Wealth,0.874,Robert Monster,Weber Maxwell David,0.364,Maccio Michelle Renee,0.286
3629,22443,1065598,Digitaltown,,169793,Boston Digital Fund,1.0,,288949,Digital Wealth,0.874,Jeffrey Mills,Weber Maxwell David,0.375,Maccio Michelle Renee,0.294
3630,22443,1065598,Digitaltown,,169793,Boston Digital Fund,1.0,,288949,Digital Wealth,0.874,James Parsons,Key Acquisition,0.357,Maccio Michelle Renee,0.235
3631,22443,1065598,Digitaltown,,169793,Boston Digital Fund,1.0,,288949,Digital Wealth,0.874,Darvin Habben,Capozza Steven Paul,0.312,Maccio Michelle Renee,0.294
3632,24782,1510326,Digital Cinema Destinations,,316708,Nickel Digital Asset Fund Spc Digital Gold Sp Institutional,1.0,,135333,Destination Capital Management,0.925,Brett Marks,,0.0,Dragon Digital,0.24
3633,24782,1510326,Digital Cinema Destinations,,316708,Nickel Digital Asset Fund Spc Digital Gold Sp Institutional,1.0,,135333,Destination Capital Management,0.925,Martin Oconnor,,0.0,Patterson Jonathan David,0.368
3634,24782,1510326,Digital Cinema Destinations,,316708,Nickel Digital Asset Fund Spc Digital Gold Sp Institutional,1.0,,135333,Destination Capital Management,0.925,A Mayo,,0.0,Kloda Aleksander Michal,0.276
3635,21189,352998,Igi Laboratories,3656.0,167212,,1.0,,282934,Capital Laboratories,0.742,Joyce Erony,Stein Steven Isaac,0.207,Juchem Stephen Joseph,0.312
3636,24420,1425287,Workhorse Group,3656.0,167212,,1.0,,169812,Mountain Workhorse Capital,0.792,Gerald Budde,Arment Donald Troy,0.333,Siegel Bruce Alan,0.414
3637,24420,1425287,Workhorse Group,3656.0,167212,,1.0,,169812,Mountain Workhorse Capital,0.792,Nancy Dunlap,Arment Donald Troy,0.333,Rosenthal Robert Daniel,0.286
3638,24420,1425287,Workhorse Group,3656.0,167212,,1.0,,169812,Mountain Workhorse Capital,0.792,Joseph Paresi,Arment Donald Troy,0.258,Rosenthal Robert Daniel,0.389
3639,24420,1425287,Workhorse Group,3656.0,167212,,1.0,,169812,Mountain Workhorse Capital,0.792,Richard Calme,Arment Donald Troy,0.258,Rosenthal Robert Daniel,0.389
3640,24420,1425287,Workhorse Group,3656.0,167212,,1.0,,169812,Mountain Workhorse Capital,0.792,H Samuels,Arment Donald Troy,0.222,Siegel Bruce Alan,0.308
3641,24420,1425287,Workhorse Group,3656.0,167212,,1.0,,169812,Mountain Workhorse Capital,0.792,Julio Rodriguez,Arment Donald Troy,0.242,Rosenthal Robert Daniel,0.368
3642,24420,1425287,Workhorse Group,3656.0,167212,,1.0,,169812,Mountain Workhorse Capital,0.792,Stephen Burns,Arment Donald Troy,0.258,Juchem Stephen Joseph,0.529
3643,23908,1346346,Confederate Motors,3656.0,167212,,1.0,,108401,S,1.0,Patrick Aisher,Sherman Mark Douglas,0.294,Palleschi Ralph Francis,0.324
3644,24420,1425287,Workhorse Group,3656.0,167212,,1.0,,169812,Mountain Workhorse Capital,0.792,Harry Demott,Arment Donald Troy,0.267,Rosenthal Robert Daniel,0.286
3645,24420,1425287,Workhorse Group,3656.0,167212,,1.0,,169812,Mountain Workhorse Capital,0.792,Maggie Moran,Arment Donald Troy,0.267,Siegel Bruce Alan,0.414
3646,21189,352998,Igi Laboratories,3656.0,167212,,1.0,,282934,Capital Laboratories,0.742,Narendra Borkar,Stein Steven Isaac,0.242,Rosenthal Robert Daniel,0.368
3647,21189,352998,Igi Laboratories,3656.0,167212,,1.0,,282934,Capital Laboratories,0.742,Bhaskar Chaudhuri,Stein Steven Isaac,0.171,Palleschi Ralph Francis,0.35
3648,21189,352998,Igi Laboratories,3656.0,167212,,1.0,,282934,Capital Laboratories,0.742,Charles Moore,Stein Steven Isaac,0.194,Rosenthal Robert Daniel,0.389
3649,21189,352998,Igi Laboratories,3656.0,167212,,1.0,,282934,Capital Laboratories,0.742,Philip Forte,Stein Steven Isaac,0.267,Palleschi Ralph Francis,0.457
3650,21189,352998,Igi Laboratories,3656.0,167212,,1.0,,282934,Capital Laboratories,0.742,Nadya Lawrence,Stein Steven Isaac,0.25,Palleschi Ralph Francis,0.324
3651,21189,352998,Igi Laboratories,3656.0,167212,,1.0,,282934,Capital Laboratories,0.742,Michael Hemric,Stein Steven Isaac,0.25,Siegel Bruce Alan,0.387
3652,21189,352998,Igi Laboratories,3656.0,167212,,1.0,,282934,Capital Laboratories,0.742,James Gale,Stein Steven Isaac,0.214,Palleschi Ralph Francis,0.364
3653,23908,1346346,Confederate Motors,3656.0,167212,,1.0,,108401,S,1.0,Matthew Chambers,Sherman Mark Douglas,0.333,Juchem Stephen Joseph,0.324
3654,24420,1425287,Workhorse Group,3656.0,167212,,1.0,,169812,Mountain Workhorse Capital,0.792,Martin Rucidlo,Arment Donald Troy,0.312,Rosenthal Robert Daniel,0.324
3655,24420,1425287,Workhorse Group,3656.0,167212,,1.0,,169812,Mountain Workhorse Capital,0.792,Raymond Chess,Arment Donald Troy,0.323,Kudu Investment Us,0.323
3656,24420,1425287,Workhorse Group,3656.0,167212,,1.0,,169812,Mountain Workhorse Capital,0.792,Duane Hughes,Arment Donald Troy,0.2,Juchem Stephen Joseph,0.364
3657,24420,1425287,Workhorse Group,3656.0,167212,,1.0,,169812,Mountain Workhorse Capital,0.792,James Taylor,Arment Donald Troy,0.4,Palleschi Ralph Francis,0.4
3658,24420,1425287,Workhorse Group,3656.0,167212,,1.0,,169812,Mountain Workhorse Capital,0.792,Paul Gaitan,Arment Donald Troy,0.207,Palleschi Ralph Francis,0.412
3659,23908,1346346,Confederate Motors,3656.0,167212,,1.0,,108401,S,1.0,Joseph Mitchell,Sherman Mark Douglas,0.229,Rosenthal Robert Daniel,0.421
3660,23908,1346346,Confederate Motors,3656.0,167212,,1.0,,108401,S,1.0,Paolo Chiaia,Sherman Mark Douglas,0.25,Palleschi Ralph Francis,0.4
3661,21189,352998,Igi Laboratories,3656.0,167212,,1.0,,282934,Capital Laboratories,0.742,Jane Hager,Stein Steven Isaac,0.286,Kudu Investment Management,0.333
3662,22524,1074828,Visualant,3656.0,167212,,1.0,,307186,Vila,0.969,Phillip Bosua,Veritas Group,0.308,Siegel Bruce Alan,0.4
3663,22524,1074828,Visualant,3656.0,167212,,1.0,,307186,Vila,0.969,Ronald Erickson,Lo Tracy,0.348,Rosenthal Robert Daniel,0.421
3664,22524,1074828,Visualant,3656.0,167212,,1.0,,307186,Vila,0.969,Todd Sames,Lo Tracy,0.333,Kudu Investment Us,0.357
3665,23491,1175151,Cytosorbents,3656.0,167212,,1.0,,108401,S,1.0,James Gunton,Sherman Mark Douglas,0.188,Juchem Stephen Joseph,0.303
3666,22524,1074828,Visualant,3656.0,167212,,1.0,,307186,Vila,0.969,Jeff Wilson,Veritas Group,0.333,Siegel Bruce Alan,0.286
3667,22860,1096759,Sanwire,3656.0,167212,,1.0,,165892,Greenwich Advisors,0.978,Naiel Kanno,Portnoy Daniel Jay,0.414,Siegel Bruce Alan,0.429
3668,24283,1408351,Koko,3656.0,167212,,1.0,,319573,Dioko Management,0.966,John May,Burch John R,0.5,Juchem Stephen Joseph,0.276
3669,22524,1074828,Visualant,3656.0,167212,,1.0,,307186,Vila,0.969,Jon Pepper,Lo Tracy,0.333,Juchem Stephen Joseph,0.323
3670,24283,1408351,Koko,3656.0,167212,,1.0,,319573,Dioko Management,0.966,Timothy Crawford,Johnson Charles W,0.364,Rosenthal Robert Daniel,0.308
3671,24283,1408351,Koko,3656.0,167212,,1.0,,319573,Dioko Management,0.966,Terrence Dunne,Fca Venture Group,0.323,Siegel Bruce Alan,0.387
3672,24283,1408351,Koko,3656.0,167212,,1.0,,319573,Dioko Management,0.966,Rashmi Yajnik,Hearn Thomas K,0.296,Palleschi Ralph Francis,0.444
3673,22524,1074828,Visualant,3656.0,167212,,1.0,,307186,Vila,0.969,James Gingo,Veritas Group,0.417,Juchem Stephen Joseph,0.312
3674,22524,1074828,Visualant,3656.0,167212,,1.0,,307186,Vila,0.969,Mark Scott,Veritas Group,0.261,Rosenthal Robert Daniel,0.242
3675,24787,1511735,Yappn,3656.0,167212,,1.0,,108401,S,1.0,Herb Willer,Sherman Mark Douglas,0.258,Rosenthal Robert Daniel,0.294
3676,22524,1074828,Visualant,3656.0,167212,,1.0,,307186,Vila,0.969,Richard Mander,Au Yat Pang,0.32,Rosenthal Robert Daniel,0.432
3677,21954,924642,Veriteq,3656.0,167212,,1.0,,108401,S,1.0,Daniel Penni,Sherman Mark Douglas,0.188,Siegel Bruce Alan,0.414
3678,21954,924642,Veriteq,3656.0,167212,,1.0,,108401,S,1.0,Scott Silverman,Sherman Mark Douglas,0.343,Siegel Bruce Alan,0.375
3679,21954,924642,Veriteq,3656.0,167212,,1.0,,108401,S,1.0,Barry Edelstein,Sherman Mark Douglas,0.286,Kudu Investment Us,0.364
3680,24283,1408351,Koko,3656.0,167212,,1.0,,319573,Dioko Management,0.966,Dan Troendly,Hearn Thomas K,0.385,Rosenthal Robert Daniel,0.343
3681,24787,1511735,Yappn,3656.0,167212,,1.0,,108401,S,1.0,Neil Stiles,Sherman Mark Douglas,0.258,Juchem Stephen Joseph,0.375
3682,24787,1511735,Yappn,3656.0,167212,,1.0,,108401,S,1.0,David Lucatch,Sherman Mark Douglas,0.242,Siegel Bruce Alan,0.333
3683,22524,1074828,Visualant,3656.0,167212,,1.0,,307186,Vila,0.969,Marco Hegyi,Lo Tracy,0.316,Rosenthal Robert Daniel,0.235
3684,23278,1136174,Hythiam,3656.0,167212,,1.0,,108401,S,1.0,Steve Gorlin,Sherman Mark Douglas,0.312,Siegel Bruce Alan,0.483
3685,23278,1136174,Hythiam,3656.0,167212,,1.0,,108401,S,1.0,Susan Etzel,Sherman Mark Douglas,0.323,Rosenthal Robert Daniel,0.353
3686,23278,1136174,Hythiam,3656.0,167212,,1.0,,108401,S,1.0,Terren Peizer,Sherman Mark Douglas,0.303,Rosenthal Robert Daniel,0.333
3687,23278,1136174,Hythiam,3656.0,167212,,1.0,,108401,S,1.0,Steven Kriegsman,Sherman Mark Douglas,0.389,Siegel Bruce Alan,0.485
3688,21954,924642,Veriteq,3656.0,167212,,1.0,,108401,S,1.0,Ned Siegel,Sherman Mark Douglas,0.267,Siegel Bruce Alan,0.444
3689,21954,924642,Veriteq,3656.0,167212,,1.0,,108401,S,1.0,Michael Krawitz,Sherman Mark Douglas,0.286,Palleschi Ralph Francis,0.421
3690,22524,1074828,Visualant,3656.0,167212,,1.0,,307186,Vila,0.969,Ichiro Takesako,Lo Tracy,0.348,First Long Island Investor Holding,0.327
3691,23278,1136174,Hythiam,3656.0,167212,,1.0,,108401,S,1.0,Minal Patel,Sherman Mark Douglas,0.258,Rosenthal Robert Daniel,0.412
3692,24283,1408351,Koko,3656.0,167212,,1.0,,319573,Dioko Management,0.966,Gregory Ruff,Burch John R,0.333,Siegel Bruce Alan,0.276
3693,24787,1511735,Yappn,3656.0,167212,,1.0,,108401,S,1.0,Steven Parsons,Sherman Mark Douglas,0.471,Juchem Stephen Joseph,0.457
3694,31552,1445789,Cynvenio Biosystems,3656.0,167212,,1.0,,108401,S,1.0,Frederick Gluck,Sherman Mark Douglas,0.286,Siegel Bruce Alan,0.375
3695,22540,1076522,Ictv Brands,3656.0,167212,,1.0,,108401,S,1.0,Ernest Kollias Jr,Sherman Mark Douglas,0.378,First Long Island Investor Holdings,0.385
3696,22540,1076522,Ictv Brands,3656.0,167212,,1.0,,108401,S,1.0,Donald Mcdonald Jr,Sherman Mark Douglas,0.263,Rosenthal Robert Daniel,0.39
3697,22540,1076522,Ictv Brands,3656.0,167212,,1.0,,108401,S,1.0,Stephen Jarvis,Sherman Mark Douglas,0.471,Juchem Stephen Joseph,0.571
3698,22540,1076522,Ictv Brands,3656.0,167212,,1.0,,108401,S,1.0,Richard Ransom,Sherman Mark Douglas,0.353,Rosenthal Robert Daniel,0.378
3699,23984,1362190,Audioeye,3656.0,167212,,1.0,,108401,S,1.0,Carr Bettis,Sherman Mark Douglas,0.258,Kudu Investment Us,0.345
3700,23984,1362190,Audioeye,3656.0,167212,,1.0,,108401,S,1.0,James Crawford,Sherman Mark Douglas,0.235,Palleschi Ralph Francis,0.324
3701,23984,1362190,Audioeye,3656.0,167212,,1.0,,108401,S,1.0,Edward Withrow Iii,Sherman Mark Douglas,0.211,First Long Island Investor Holding,0.269
3702,22540,1076522,Ictv Brands,3656.0,167212,,1.0,,108401,S,1.0,Kelvin Claney,Sherman Mark Douglas,0.303,Siegel Bruce Alan,0.4
3703,25116,1680139,Healthlynked,3656.0,167212,,1.0,,108401,S,1.0,George Oleary,Sherman Mark Douglas,0.303,Siegel Bruce Alan,0.4
3704,23984,1362190,Audioeye,3656.0,167212,,1.0,,108401,S,1.0,Edward Odonnell,Sherman Mark Douglas,0.286,Rosenthal Robert Daniel,0.316
3705,23984,1362190,Audioeye,3656.0,167212,,1.0,,108401,S,1.0,Craig Columbus,Sherman Mark Douglas,0.353,Palleschi Ralph Francis,0.27
3706,23984,1362190,Audioeye,3656.0,167212,,1.0,,108401,S,1.0,Constantine Patamianos,Sherman Mark Douglas,0.286,Kudu Investment Management,0.417
3707,23984,1362190,Audioeye,3656.0,167212,,1.0,,108401,S,1.0,Sean Bradley,Sherman Mark Douglas,0.438,Siegel Bruce Alan,0.414
3708,23984,1362190,Audioeye,3656.0,167212,,1.0,,108401,S,1.0,Matthew Mellon Ii,Sherman Mark Douglas,0.27,Juchem Stephen Joseph,0.316
3709,23984,1362190,Audioeye,3656.0,167212,,1.0,,108401,S,1.0,Ernest Purcell,Sherman Mark Douglas,0.294,Siegel Bruce Alan,0.387
3710,23984,1362190,Audioeye,3656.0,167212,,1.0,,108401,S,1.0,Anthony Coelho,Sherman Mark Douglas,0.294,Juchem Stephen Joseph,0.4
3711,23984,1362190,Audioeye,3656.0,167212,,1.0,,108401,S,1.0,Paul Arena,Sherman Mark Douglas,0.267,Siegel Bruce Alan,0.37
3712,22540,1076522,Ictv Brands,3656.0,167212,,1.0,,108401,S,1.0,William Kinnear,Sherman Mark Douglas,0.229,Palleschi Ralph Francis,0.316
3713,24283,1408351,Koko,3656.0,167212,,1.0,,319573,Dioko Management,0.966,Roger Gray,Fca Venture Group,0.37,Siegel Bruce Alan,0.37
3714,22540,1076522,Ictv Brands,3656.0,167212,,1.0,,108401,S,1.0,Diana Pessin,Sherman Mark Douglas,0.312,First Long Island Investor Holding,0.348
3715,23278,1136174,Hythiam,3656.0,167212,,1.0,,108401,S,1.0,David Smith,Sherman Mark Douglas,0.129,Kudu Investment Us,0.276
3716,31552,1445789,Cynvenio Biosystems,3656.0,167212,,1.0,,108401,S,1.0,Daotian Fu,Sherman Mark Douglas,0.267,Rosenthal Robert Daniel,0.303
3717,31552,1445789,Cynvenio Biosystems,3656.0,167212,,1.0,,108401,S,1.0,Justin Xiang,Sherman Mark Douglas,0.25,Kudu Investment Management,0.421
3718,31552,1445789,Cynvenio Biosystems,3656.0,167212,,1.0,,108401,S,1.0,Paul Billings,Sherman Mark Douglas,0.242,Palleschi Ralph Francis,0.389
3719,31552,1445789,Cynvenio Biosystems,3656.0,167212,,1.0,,108401,S,1.0,Simon Raab,Sherman Mark Douglas,0.4,Rosenthal Robert Daniel,0.303
3720,31552,1445789,Cynvenio Biosystems,3656.0,167212,,1.0,,108401,S,1.0,Michael Pfau,Sherman Mark Douglas,0.312,Siegel Bruce Alan,0.345
3721,23278,1136174,Hythiam,3656.0,167212,,1.0,,108401,S,1.0,Richard Anderson,Sherman Mark Douglas,0.278,First Long Island Investor Holding,0.36
3722,23278,1136174,Hythiam,3656.0,167212,,1.0,,108401,S,1.0,Marvin Igelman,Sherman Mark Douglas,0.412,Siegel Bruce Alan,0.387
3723,23278,1136174,Hythiam,3656.0,167212,,1.0,,108401,S,1.0,Richard Berman,Sherman Mark Douglas,0.353,Rosenthal Robert Daniel,0.432
3724,24787,1511735,Yappn,3656.0,167212,,1.0,,108401,S,1.0,Marc Saltzman,Sherman Mark Douglas,0.364,Siegel Bruce Alan,0.4
3725,22660,1084267,Ace Marketing Promotions,3656.0,167212,,1.0,,108401,S,1.0,Michael Trepeta,Sherman Mark Douglas,0.286,Siegel Bruce Alan,0.438
3726,22660,1084267,Ace Marketing Promotions,3656.0,167212,,1.0,,108401,S,1.0,Sean Mcdonnell,Sherman Mark Douglas,0.471,Siegel Bruce Alan,0.387
3727,22660,1084267,Ace Marketing Promotions,3656.0,167212,,1.0,,108401,S,1.0,Dean Julia,Sherman Mark Douglas,0.467,Siegel Bruce Alan,0.37
3728,22660,1084267,Ace Marketing Promotions,3656.0,167212,,1.0,,108401,S,1.0,Domenico Iannucci,Sherman Mark Douglas,0.27,Rosenthal Robert Daniel,0.4
3729,22660,1084267,Ace Marketing Promotions,3656.0,167212,,1.0,,108401,S,1.0,Thomas Arnost,Sherman Mark Douglas,0.424,Juchem Stephen Joseph,0.353
3730,22660,1084267,Ace Marketing Promotions,3656.0,167212,,1.0,,108401,S,1.0,Sean Trepeta,Sherman Mark Douglas,0.438,Siegel Bruce Alan,0.414
